name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
MarketCap,"3,838,200,721","4,370,036,269","4,309,341,137","4,527,156,300","3,114,559,260","3,387,566,880","3,821,598,240","2,390,676,156","1,509,591,372","1,168,359,750","858,535,370","924,313,790","835,554,720","654,283,347","764,202,600","604,210,670","549,385,226","741,416,760","1,183,146,510","1,147,628,600","321,264,970","464,376,220","167,358,000","776,369,230","745,824,000","407,104,500","362,925,000","358,951,872"
EnterpriseValue,"3,556,316,721","4,098,996,269","4,137,796,137","4,461,917,300","3,142,045,260","3,382,779,880","3,560,123,240","2,207,192,156","1,388,621,372","957,520,750","633,124,370","715,071,790","554,106,720","428,979,347","582,817,600","371,088,670","297,507,226","531,909,760","996,087,510","1,027,263,600","248,113,970","378,021,220","125,362,000","688,908,230","665,948,000","350,904,500","289,725,000","292,351,872"
PeRatio,"23.027","23.825","29.128","38.725","20.613","22.822","31.12","30.833","24.466","30.283","34.582","25.807","20.872","24.375","34.07","35.742","12.112","16.253","27.242","48.895","17.514","31.6",,"77.194","57.872","44.485","40.323","48.823"
ForwardPeRatio,"31.056","20.367","20.284","23.365","20.161","19.841",,"21.645","16.611","18.248","25.317","19.157","16.287","14.97","23.81",,,,,,,,,,,,,
PegRatio,"2.073","1.357","1.352","1.559","1.344","1.323",,"1.313","0.923","1.105","1.686","1.278","0.787","0.63","1.429",,,,,,,,,,,,,
PsRatio,"0.608","0.698","0.766","0.968","0.737","0.834","1.049","0.742","0.536","0.463","0.362","0.404","0.378","0.338","0.432","0.358","0.322","0.492","0.898","0.993","0.347","0.533","0.192","0.183","0.234","0.185","0.218","0.298"
PbRatio,"40.996","52.576","71.125","46.669","76.64","82.648","25.155","23.336","21.439","6.641","3.462","3.716","3.468","2.732","3.179","2.708","2.635","3.732","5.526","7.2","2.539","3.787","1.438","6.315","7.998","5.057","4.176","5.626"
EnterprisesValueRevenueRatio,"0.548","0.632","0.697","0.897","0.733","0.784","0.93","0.669","0.472","0.368","0.269","0.317","0.257","0.217","0.339","0.224","0.173","0.339","0.717","0.878","0.256","0.424","0.148","0.957","1.113","0.155","0.172","0.241"
EnterprisesValueEBITDARatio,"12.058","13.899","13.779","20.819","13.752","14.967","16.963","14.565","11.179","11.312","9.125","8.869","6.161","5.914","11.206","8.506","3.693","6.753","12.92","17.338","6.218","8.137","5.718","19.344","19.452","17.903","18.692","24.567"
