name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"1,492,909,140","1,429,741,291","1,497,391,360","2,842,996,253","1,685,408,971","463,175,657","478,766,607"
EnterpriseValue,"744,909,140","639,741,291","567,804,360","2,367,297,253","902,976,971","272,186,657","220,929,607"
PeRatio,,,"17.091",,,,
PsRatio,"10.392","11.675","3.633","72.285","16.656","64.331","59.541"
PbRatio,"3.231","2.75","2.158","5.279","3.105","2.617","1.957"
EnterprisesValueRevenueRatio,"6.367","5.468","5.07","6.181","11.577","18.146","26.449"
EnterprisesValueEBITDARatio,"-2.56","-2.198","-2.201","40.124","-7.525","-3.355","-4.315"
