name,ttm,12/31/2023,12/31/2022
MarketCap,"17,717,346,334","34,922,329,367","28,115,031,389"
EnterpriseValue,"16,424,346,334","37,571,329,367","30,764,031,389"
ForwardPeRatio,"54.348","51.282","53.192"
PsRatio,"9.801","17.39","16.817"
PbRatio,"1.467","2.348","2.519"
EnterprisesValueRevenueRatio,"9.12","18.72","18.533"
EnterprisesValueEBITDARatio,"89.263","76.21","63.562"
