name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995,03/31/1994,03/31/1993,03/31/1992,03/31/1991,03/31/1990,03/31/1989,03/31/1988,03/31/1987,03/31/1986
MarketCap,"14,537,586,597","15,775,185,963","15,725,105,000","13,660,254,000","27,212,581,730","24,303,750,658","13,480,425,000","16,091,954,000","18,657,890,000","14,078,286,000","16,062,043,695","11,001,998,348","4,667,436,000","4,530,493,760","3,347,492,560","3,692,428,092","2,266,176,565","1,384,349,120","1,456,353,040","839,010,210","1,113,547,500","1,478,993,760","1,352,296,400","623,278,170","674,968,141","685,030,500","1,892,732,500","293,813,864","159,305,416","61,047,513","84,188,249","86,940,000","23,504,166","21,499,249","17,692,911","28,744,749","20,583,083","32,214,715","28,634,666","50,891,500","73,158,380"
EnterpriseValue,"14,175,286,597","15,706,985,963","16,700,905,000","15,403,254,000","25,899,681,730","23,321,250,658","12,545,425,000","14,549,454,000","17,213,890,000","13,104,586,000","14,956,043,695","10,108,698,348","4,238,923,000","4,101,980,760","2,963,494,560","3,313,914,092","2,031,688,565","1,346,861,120","1,527,593,040","920,098,210","1,163,700,500","1,550,454,760","1,503,483,400","750,088,170","545,726,141","542,394,500","1,753,233,500","271,678,864","146,965,416","60,797,513","67,088,249","92,640,000","29,504,166","26,299,249","20,792,911","29,844,749","16,383,083","28,014,715","26,434,666","49,291,500","83,858,380"
PeRatio,"24.636","20.407","15.191","10.821","19.409","31.978","15.124","18.325","19.559","15.077","21.987","30.393","18.818","21.815","15.092","27.56","24.073","12.294",,"74.143","43.875","63.2",,,,"19.207","155.738","27.842","46.218",,"48.267","93.75",,,"237.534",,,"450.055",,,
ForwardPeRatio,"16.667","14.641","10.776","7.315","14.306","20.534","12.392","11.494","13.986","12.315","13.55","14.641","9.94","11.338","8.569",,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.191","2.184","1.129","0.625","0.817","1.484","1.354","0.958","1.165","0.81","0.779","0.776","0.612","0.728","0.559",,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"3.514","3.645","3.184","2.609","5.799","7.704","3.93","4.356","5.454","4.421","5.294","5.429","2.763","2.903","2.413","3.524","2.799","1.602","1.95","1.075","1.407","1.865","2.053","1.36","4.419","2.901","20.59","4.757","4.098","2.122","0.899","1.11","0.335","0.309","0.249","0.45","0.303","0.492","0.46","0.726","1.03"
PbRatio,"2.294","2.49","2.675","2.58","5.439","5.811","3.288","3.941","4.787","4.006","5.28","4.605","2.334","2.515","2.08","2.805","2.051","1.466","1.928","1.025","1.405","1.968","2.009","0.614","2.251","2.314","8.354","3.627","2.854","1.407","1.474","3.139","0.967","0.604","0.46","0.801","0.404","0.632","0.564","0.944","1.337"
EnterprisesValueRevenueRatio,"3.393","3.593","3.367","2.858","5.447","7.229","3.526","3.785","4.915","3.93","4.831","4.931","2.442","2.647","2.089","3.092","2.532","1.566","2.052","1.194","1.469","1.978","2.434","1.639","3.583","1.982","9.492","2.15","1.257","0.713","0.718","1.183","0.421","0.378","0.293","0.484","0.241","0.428","0.425","0.703","1.181"
EnterprisesValueEBITDARatio,"12.675","11.726","8.685","7.185","13.472","18.749","8.824","9.056","11.865","9.559","13.521","17.544","10.156","11.358","7.959","13.149","16.942","9.331","46.392","14.005","12.738","18.524","151.699","-5.989","128.316","8.044","42.957","9.881","7.961","-6.464","6.846","11.298","-59.008","10.115","4.244","3.778","7.123","5.387","29.372","6.572","69.882"
