name,ttm
MarketCap,"2,498,411,702"
EnterpriseValue,"2,770,099,702"
ForwardPeRatio,"59.172"
PsRatio,"31.959"
PbRatio,"3.549"
EnterprisesValueRevenueRatio,"37.487"
