name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"1,281,929,526","304,854,099","901,731,795","1,043,124,065","1,227,437,922"
EnterpriseValue,"1,215,984,526","282,809,099","626,445,795","681,084,065","1,041,432,922"
PsRatio,"12.964","4.074","1,068.146",,
PbRatio,"14.458","6.526","3.336","2.871","7.044"
EnterprisesValueRevenueRatio,"20.4","4.745","169.953",,
EnterprisesValueEBITDARatio,"-5.338","-1.242","-2.124","-3.308","-7.683"
