name,ttm,01/31/2024,01/31/2023,01/31/2022
MarketCap,"2,228,393,405","3,410,352,827","2,621,589,227","2,885,413,488"
EnterpriseValue,"1,802,908,405","2,783,659,827","2,091,769,227","3,116,033,488"
PeRatio,"58.4","113.455",,
ForwardPeRatio,"22.472","33.784","109.89",
PegRatio,"0.749","1.124","3.682",
PsRatio,"3.101","4.967","4.36","6.234"
PbRatio,"4.483","5.181","5.067","5.566"
EnterprisesValueRevenueRatio,"2.288","3.957","3.554","6.762"
EnterprisesValueEBITDARatio,"36.081","98.453","-53.398","-39.239"
