name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
MarketCap,"120,171,575,511","124,550,397,372","120,089,590,924","125,619,810,628","121,064,095,052","125,871,147,546","107,790,966,812","107,942,375,235","104,635,992,825","112,202,939,727","121,387,163,558","141,030,524,609","126,600,480,751","99,263,924,706","83,430,079,999","104,011,210,707","84,564,112,626","124,380,369,602","125,530,198,628","123,034,716,758","113,053,485,791","55,330,029,436","44,527,944,425"
EnterpriseValue,"130,425,590,997","138,973,820,107","135,372,470,219","139,123,792,077","132,083,300,867","148,223,010,724","132,325,342,162","117,821,073,180","112,451,573,454","122,922,746,606","134,060,522,387","155,387,432,619","137,304,791,041","116,606,694,730","85,749,531,204","109,538,763,940","86,481,034,859","130,557,360,595","136,675,771,748","137,579,598,835","131,389,460,934","51,546,024,671","41,721,947,370"
PeRatio,"20.443","12.449","17.828","19.229","8.926","35.501","23.667","19.929","24.498","19.457","24.277","33.195","19.056","15.848","11.567","13.602","8.416","16.011","26.18",,,"20.29","23.941"
ForwardPeRatio,"11.364","11.173","10.482","12.361","12.3","14.045","13.106","12.392","13.889","13.87","9.355","9.615","6.954","9.116","7.143","8.244",,,,,,,
PegRatio,"0.854","2.483","1.648","3.414","3.029","2.341","4.91","10.072","13.224","3.211","2.488","3.457","9.796","15.447","3.904","2.119",,,,,,,
PsRatio,"2.378","2.466","2.57","2.967","2.639","3.04","2.683","2.502","3.055","2.75","2.959","3.096","2.672","2.244","1.983","2.329","2.11","2.891","3.24","3.932","3.629","5.262","5.668"
PbRatio,"1.482","1.549","1.615","1.753","1.561","1.994","1.682","1.57","1.796","1.799","1.917","1.835","1.676","1.442","1.197","1.5","1.354","1.912","2.112","2.358","2.346","6.961","7.024"
EnterprisesValueRevenueRatio,"2.808","2.992","2.982","3.551","3.535","3.939","3.709","3.253","3.241","3.526","4.19","4.966","3.819","3.326","2.519","3.562","3.001","4.47","4.635","4.829","8.357","6.416","5.596"
EnterprisesValueEBITDARatio,"10.348","11.026","9.465","12.058","7.386","13.902","14.416","12.226","11.359","12.197","14.058","15.252","12.013","10.092","7.285","9.608","8.25","12.128","11.28","11.793","22.58","14.903","13.925"
