name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"2,410,476,249","1,191,184,869","1,322,626,913","1,369,055,421","1,635,000,879"
EnterpriseValue,"2,093,773,249","917,606,869","1,083,655,913","1,149,002,421","1,502,188,879"
PsRatio,"13,063.99","142,892.559","58.255","13,393.953","569.561"
PbRatio,"7.256","4.026","5.488","6.421","12.512"
EnterprisesValueRevenueRatio,"13,866.048","6,076.867",,"57.164",
EnterprisesValueEBITDARatio,"-13.759","-6.03","-10.419","-20.39","-33.198"
