name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"1,123,738,528","1,141,298,231","1,079,621,114","1,156,595,122","786,911,468"
EnterpriseValue,"2,267,575,528","2,283,500,231","1,912,131,114","2,510,025,122","4,727,895,468"
PeRatio,"14.257",,"3.956",,"15.086"
PsRatio,"5.96","6.358","5.498","7.149","1.073"
PbRatio,"3.214","2.163","1.36","2.318","0.383"
EnterprisesValueRevenueRatio,"12.126","12.212","10.046","14.779","31.217"
EnterprisesValueEBITDARatio,"-35.699","-35.95","5.587","21.081","52.792"
