name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
MarketCap,"791,748,694","818,612,605","759,434,959","825,779,720","687,807,120","880,708,800","780,648,750","738,718,701","795,080,512","696,234,000","815,917,960","891,570,702","637,724,230","409,794,518","175,314,089","85,412,232","49,820,188","78,104,197","86,618,313","50,269,526","55,388,940","53,184,939","28,654,988","22,409,796","21,242,312"
EnterpriseValue,"740,862,694","767,814,605","731,631,959","792,077,720","566,799,120","739,408,800","606,340,750","615,315,701","758,705,512","659,859,000","699,495,960","786,875,702","611,267,576","383,337,864","151,823,865","73,796,174","47,125,217","76,399,175","73,789,105","40,912,592","39,160,109","36,047,648","12,606,285","5,206,778","-2,979,392"
PeRatio,"52.26","62.86","85.655","114.609","42","64.792","53.419","128.667","139.167","68.75","86.706","105.245","86.821","68.333","44.667","6.172","17.923","19.444","32.917","77.667",,,,,
ForwardPeRatio,"50.251","55.249","77.519","84.746","217.391","71.429",,"85.47","100","59.524","70.922","70.423","59.88","60.606","35.842",,,,,,,,,,
PegRatio,"4.188","3.942","7.763","8.503","18.2","5.965",,"4.765","5.567","3.129","3.724","3.275","3.999","2.881","1.607",,,,,,,,,,
PsRatio,"2.872","2.998","2.927","3.277","2.863","3.509","3.001","3.058","3.598","3.265","5.076","7.317","6.446","5.494","2.75","1.503","1.003","1.808","2.806","2.031","2.762","2.923","1.815","1.623","7.496"
PbRatio,"2.324","2.392","2.3","2.413","2.045","2.638","2.473","2.499","2.777","2.498","5.06","6.224","4.824","7.516","3.087","1.648","1.355","2.187","3.048","2.043","2.549","2.358","1.107","0.527","0.315"
EnterprisesValueRevenueRatio,"2.655","2.751","2.742","3.085","2.315","2.91","2.618","2.863","3.949","3.157","4.098","5.949","5.893","4.671","2.309","1.286","0.913","1.738","2.322","1.495","1.952","1.981","0.798","0.386","-0.309"
EnterprisesValueEBITDARatio,"12.976","13.448","14.518","17.654","12.32","17.361","15.265","18.393","27.552","21.596","25.617","34.944","30.381","22.886","12.717","7.174","6.331","11.903","15.378","9.57","47.997","-47.985","-1.583","-0.455","0.187"
