name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
MarketCap,"17,725,961,063","17,612,964,650","13,425,119,514","22,225,581,235","17,696,233,569","11,793,371,272","7,112,346,720","6,651,439,009","5,229,293,898","6,410,496,498","3,662,867,825","3,353,747,901","1,517,676,837","894,688,540","670,418,540","699,241,808","435,237,437","497,805,380","546,824,135","343,969,116","340,457,722","399,107,703","192,734,618","214,886,326","79,638,906","238,098,778","211,251,250","119,658,000","37,275,000","54,656,250","64,541,750","106,564,500","95,834,625","61,263,375","64,256,250"
EnterpriseValue,"18,246,972,063","18,258,650,650","14,336,364,514","23,417,441,235","17,140,603,569","11,623,549,272","7,065,922,720","6,605,015,009","5,216,215,898","6,137,893,498","3,674,461,825","3,365,341,901","1,529,270,837","947,408,540","683,851,540","699,447,808","440,700,437","446,573,380","513,747,135","317,224,116","329,263,722","387,913,703","181,540,618","212,648,326","149,011,906","306,867,778","248,751,250","110,758,000","107,875,000","125,256,250","125,941,750","105,164,500","94,434,625","56,163,375","96,256,250"
PeRatio,"108.064","113.005","72.779","140.457","95.938","90.915","42.041","52.074","83.006","87.598","71.529","92.009","48.44","38.603","29.239","26.905","31.526","30.69","45.355","46.211","36.348","16.603","34.75","802.611",,,"204.167","91.667",,,,"105","28.906","47.917","18.382"
ForwardPeRatio,"46.296","46.948","40.323","65.36","74.627","50.251","34.364","42.017","36.496","48.781","46.083","57.143","32.363","30.769","24.155",,"8.658",,,,,,,,,,,,,,,,,,
PegRatio,"2.354","3.34","2.906","3.339","5.504","3.699","3.435",,,,"3.066","3.82","2.16","1.756","1.609",,"0.866",,,,,,,,,,,,,,,,,,
PsRatio,"9.188","9.269","7.467","15.688","16.031","11.508","8.172","8.494","7.574","11.221","8.095","8.69","4.389","3.384","2.555","2.512","1.771","2.425","3.125","2.19","2.163","2.982","1.541","1.852","0.56","1.984","4.172","1.476","0.29","0.15","0.178","0.329","0.323","0.216","0.304"
PbRatio,"6.033","6.174","5.288","10.099","9.323","7.761","5.001","6.224","5.95","14.87","12.375","16.153","10.445","13.946","6.267","5.204","3.809","3.628","4.528","3.144","2.875","3.385","1.624","2.13","0.712","1.714","2.769","3.811","1.165","0.514","0.584","0.903","0.784","0.513","0.546"
EnterprisesValueRevenueRatio,"9.349","9.355","7.749","14.707","15.35","10.699","7.555","7.855","6.865","10.385","7.452","8.077","4.209","3.062","2.369","2.41","1.662","2.032","2.631","1.861","1.911","2.667","1.356","1.79","1.586","4.297","10.612","110,758","1,078.75","1.441","0.352","0.372","0.33","0.211","0.442"
EnterprisesValueEBITDARatio,"46.473","46.503","36.948","71.369","66.511","48.728","32.98","30.557","27.83","48.096","33.579","41.592","22.071","16.565","13.043","12.886","10.826","11.755","16.117","12.989","11.551","15.574","9.425","16.109","35.037","38.45","110.262","-38.206","-16.101","96.351","11.346","7.512","5.335","4.07","7.078"
