name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"1,303,914,584","1,408,742,759","737,569,938","785,797,327","702,626,923"
EnterpriseValue,"1,446,837,584","1,557,739,759","925,297,938","983,318,327","884,485,923"
PeRatio,,"1,410","25.216",,
ForwardPeRatio,"27.855"
PsRatio,"1.6","1.776","1.895","14.25","1.532"
PbRatio,"3.004","3.144","2.379","3.103","1.994"
EnterprisesValueRevenueRatio,"1.822","1.962","1.694","6.827","7.314"
EnterprisesValueEBITDARatio,"37.16","40.009","10.07","-30.598","-3.586"
