name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"959,631,292","652,739,506","607,945,090","731,321,080","998,328,652"
EnterpriseValue,"865,379,292","572,557,506","523,491,090","634,119,080","894,205,652"
PeRatio,"38.915","33.383",,"150.5","188.878"
ForwardPeRatio,"208.333","31.348","54.645","185.185","200"
PsRatio,"2.108","1.6","1.869","3.079","4.948"
PbRatio,"4.981","3.569","3.933","4.771","7.039"
EnterprisesValueRevenueRatio,"1.834","1.213","1.446","2.43","4.173"
EnterprisesValueEBITDARatio,"21.154","13.996","62.424","160.699","60.863"
