name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"4,023,281,900","4,246,327,486","3,507,683,204","1,956,979,710","902,143,750","805,038,010","601,992,900","766,997,618","316,102,511","102,632,013"
EnterpriseValue,"3,926,571,900","4,247,892,486","3,433,207,204","2,042,601,710","1,036,956,750","923,515,010","764,288,900","967,193,618","561,139,511","434,727,013"
PeRatio,"12.622","41.333","34.432",,"224.833","23.575","4.906","26.218","9.149",
ForwardPeRatio,"10.549","10.194",,,"29.586","111.111","17.391","20.04",,
PsRatio,"3.18","3.619","4.447","4.988","1.912","2.383","1.816","2.433","0.889","0.241"
PbRatio,"4.931","6.08","5.392","3.919","1.757","7.958","10.845",,,
EnterprisesValueRevenueRatio,"3.029","3.277","3.672","4.804","3.055","2.659","2.226","2.919","1.859","1.481"
EnterprisesValueEBITDARatio,"7.997","8.651","41.954","-81.711","45.703","16.603","9.449","12.515","7.668","9.331"
