name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
MarketCap,"1,689,715,572","1,997,595,582","2,367,608,648","5,576,065,120","3,995,715,813","1,893,396,677","1,518,749,452","822,192,519","586,723,696","353,785,739","467,873,264","517,209,094","226,614,692","332,808,625","685,020,635","387,485,076","275,402,754","649,105,863","461,764,163","663,273,562","550,983,002","478,032,241","348,197,810","686,711,617","1,282,710,552","1,718,698,500","375,444,000","1,162,279,125","703,265,696","846,700,000","526,690,500","487,761,000","385,859,750","894,658,000","141,697,500"
EnterpriseValue,"1,455,724,572","1,778,099,582","2,174,530,648","5,352,314,120","3,796,553,813","1,816,592,677","1,450,543,452","773,256,519","531,657,696","285,214,739","414,146,264","456,021,094","142,060,692","265,919,625","635,741,635","344,796,076","250,990,754","571,598,863","345,417,163","543,205,562","437,335,002","369,263,241","247,298,810","600,422,617","1,206,673,552","1,660,798,500","317,544,000","1,077,379,125","645,065,696","788,500,000","486,290,500","451,961,000","357,959,750","877,858,000","144,897,500"
PeRatio,"31.924","38.085","91.102","96.197","512.333","97.333","57.767",,,"53.647",,,,"17.304","20.5","132.857",,"119.923","44.44",,,,,,"42.188","90","24.324","45.208","27.863","30.303","27.394","32.857","32.589","74.138","31.25"
ForwardPeRatio,"75.758","34.602",,,"82.645",,,,,,,,"21.008",,"23.419",,,,,,,,,,,,,,,,,,,,
PsRatio,"4.221","4.835","6.296","16.124","14.491","7.057","5.613","3.765","2.883","1.551","2.117","2.763","1.037","1.246","2.732","1.958","1.341","3.319","2.464","3.827","3.211","3.157","2.289","3.501","5.453","9.045","2.339","7.248","4.919","6.223","5.146","5.906","6.13","14.934","4.331"
PbRatio,"3.124","3.779","5.235","13.555","11.848","9.361","8.652","6.178","4.446","2.589","3.696","3.392","1.271","1.854","3.914","2.555","1.871","3.947","2.207","3.074","2.497","2.109","1.404","2.593","4.888","7.029","1.794","5.577","4.12","5.736","4.909","4.763","4.36","12.763","8.64"
EnterprisesValueRevenueRatio,"3.594","4.39","5.449","14.894","12.801","6.908","4.981","3.394","2.655","1.295","1.835","2.29","0.65","1.051","2.536","1.742","1.222","2.919","1.799","3.029","2.549","2.439","1.621","3.065","4.685","8.746","1.929","6.642","4.449","5.476","4.214","5.38","5.611","15.789","3.937"
EnterprisesValueEBITDARatio,"21.221","25.921","45.802","79.521","133.569","75.206","34.773","102.649","250.31","32.137","-150.544","-50.123","18.51","10.77","16.159","23.031","27.293","50.419","-18.157","26.547","24.48","-147.352","-110.451","40.116","18.756","41.211","10.62","24.32","14.367","15.552","11.89","15.97","16.496","43.244","14.068"
