name,ttm,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016
MarketCap,"6,194,352,468","5,638,462,243","3,197,247,914","3,998,073,060","1,077,561,632","1,425,089,197","1,221,360,044","1,250,260,890","1,170,469,797"
EnterpriseValue,"6,723,588,468","6,178,418,243","3,813,646,914","4,419,750,060","1,725,875,632","2,208,858,197","2,017,980,044","1,646,196,890","1,670,831,797"
PeRatio,"10.1","7.927","4.023","9.594","7.784","11.949","12.34","16.124","71.892"
ForwardPeRatio,"10.493","9.56","5.498","12.077","6.536","8.21","9.083","12.987","14.104"
PsRatio,"1.867","1.63","0.93","1.668","0.61","0.768","0.888","0.844","0.757"
PbRatio,"4.123","3.971","2.805","5.905","3.324","7.037","16.933","3.597","5.856"
EnterprisesValueRevenueRatio,"1.93","1.756","0.974","1.509","0.978","1.153","1.1","1.095","1.097"
EnterprisesValueEBITDARatio,"6.925","6.049","2.862","4.878","5.209","7.184","7.367","7.935","9.101"
