name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"1,340,170,238","738,636,070","839,293,380","1,336,652,421","4,729,170,407","821,622,546","971,073,023","892,810,068","794,300,303","1,840,986,032","1,021,624,134","1,561,048,013","555,775,937","511,829,707"
EnterpriseValue,"3,387,466,191","2,702,819,921","2,511,665,061","2,700,482,608","5,586,922,232","1,187,115,485","1,091,518,326","1,321,199,715","1,020,699,018","2,051,842,309","1,294,394,684","1,630,502,699","530,455,710","289,868,940"
PeRatio,,,,,,,"9.434",,,,,,"62.483",
ForwardPeRatio,"21.505",,,,,,,,,,"39.841","60.606","28.011","35.971"
PegRatio,,,,,,,,,,,"0.625","0.951","0.439","1.143"
PsRatio,"1.173","0.408","0.879","1.456","5.849","1.572","2.045","1.666","1.257","3.009","2.488","4.753","2.338","2.695"
PbRatio,"1.544","0.822","0.879","1.204","9.633","1.17","1.312","1.366","0.846","2.924","2.779","5.099","1.854","1.899"
EnterprisesValueRevenueRatio,"3.126","2.598","2.524","2.972","8.56","2.28","2.3","2.447","1.903","3.8","3.126","5.374","2.172","2.039"
EnterprisesValueEBITDARatio,"154.765","10.051","14.654","13.669","-4.609","8.322","5.088","-6.316","25.134","4.514","192.576","76.415","14.189","1.895"
