name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
MarketCap,"763,222,872","964,335,187","1,283,847,632","1,949,532,550","1,197,078,420","1,134,794,710","361,530,000","507,947,021","143,337,275","289,862,920","468,961,350","658,640,700","523,876,640","288,453,494","271,169,140","508,870,600","184,197,777","502,864,860","1,335,939,990","1,189,872,860"
EnterpriseValue,"1,477,551,872","1,728,804,187","2,010,533,632","2,721,856,550","2,095,514,420","2,004,517,710","1,397,215,000","1,538,347,021","1,175,614,275","1,343,931,920","458,205,350","622,150,700","492,356,640","486,874,494","419,283,140","673,852,600","372,799,777","695,281,860","1,581,262,990","1,604,908,860"
PeRatio,"10.011","9.632","8.153","32.846",,"40.697",,,,,"20.429","29.382","20.632","63.571","12.269","16.644","6.167","20.897","81.15","4.098"
ForwardPeRatio,"17.731",,"11.574",,"27.624",,,,,"4.721","18.832","12.953","14.245","7.246","7.468",,,,,
PegRatio,,,,,,,,,,,"0.941","0.648","1.677","0.989","0.732",,,,,
PsRatio,"1.037","1.285","1.876","3.427","2.857","2.035","0.622","0.53","0.169","0.374","0.825","1.165","0.903","0.529","0.354","0.845","0.254","0.821","2.553","2.591"
PbRatio,"3.375","3.96","5.776","26.791",,,,,"1.327","1.304","1.982","3.131","2.636","1.883","1.89","3.497","1.145","3.636","10.768",
EnterprisesValueRevenueRatio,"1.829","2.14","2.569","4.122","5.462","3.759","2.976","1.578","1.368","1.625","0.773","1.068","0.842","0.895","0.692","1.009","0.555","1.157","2.885","3.534"
EnterprisesValueEBITDARatio,"4.646","5.436","5.918","8.587","15.257","8.864","6.582","7.746","6.82","6.846","8.078","9.414","6.771","8.862","6.092","7.488","3.93","7.642","16.357","16.66"
