name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
MarketCap,"821,592,788","819,956,149","761,887,575","778,867,023","739,987,063","871,418,232","810,985,250","854,091,293","879,614,290","697,696,039","764,797,567","997,706,597","925,174,974","807,480,046","901,574,655"
PeRatio,"10.757","11.301","99.357","10.841",,"12.969","10.781","12.03","11.763","20.797","10.849","13.834","7.688","14.629","5.803"
ForwardPeRatio,"8.681","8.584","8.203","11.848","11.299","11.481","10.965","11.547","11.601","9.285","11.403","12.107","6.845","9.033","10.741"
PegRatio,,,,,,,,,"3.866","3.094","2.28","2.42","1.369","1.807","2.148"
PsRatio,"9.493","9.871","45.237","9.65","152.953","11.609","9.157","10.746","10.494","17.098","9.542","11.388","6.786","4.904","5.59"
PbRatio,"0.833","0.832","0.754","0.913","0.869","0.942","0.874","0.927","0.959","0.763","0.806","1.012","1.053","1.045","1.09"
