name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"13,521,352,159","12,547,488,644","17,432,438,142","17,253,575,550","19,426,156,750"
EnterpriseValue,"18,422,889,159","16,994,774,644","22,326,940,142","21,650,929,550","22,505,511,750"
PeRatio,"11.964","72.026","34.667","20.648","17.42"
ForwardPeRatio,"8.905","6.873","10.267","12.24","18.248"
PegRatio,"1.261"
PsRatio,"7.751","5.398","7.655","9.675","9.224"
PbRatio,"2.072","2.044","2.847","2.978","4.364"
EnterprisesValueRevenueRatio,"7.824","7.218","9.98","9.457","10.604"
EnterprisesValueEBITDARatio,"9.762","9.005","52.696","15.137","11.958"
