name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
MarketCap,"1,394,583,011","1,950,198,782","3,110,500,601","2,305,018,523","479,456,170","631,594,220","410,596,223","1,441,369,069","1,696,485,773","2,162,090,787","568,574,983","579,628,041","129,587,070"
EnterpriseValue,"787,588,011","1,290,036,782","2,622,906,601","1,718,673,523","184,092,170","265,453,220","10,997,223","1,037,582,069","1,327,269,773","1,774,288,787","262,421,983","477,769,041","4,727,070"
PeRatio,,,,"36.324",,,,,,,,,
PsRatio,"15.12","13.415","563.359","11.222","639.917","839.369","407.929","50.089","1,387.965","601.811","10.123","432.52","40.243"
PbRatio,"2.484","3.161","7.758","4.7","2.288","2.184","1.209","3.233","4.262","5.721","1.885","5.868","1.025"
EnterprisesValueRevenueRatio,"8.62","14.119","48.658","8.569","215.817","326.11","11.515","37.704","1,258.076","1,104.1","5.16","706.759","1.778"
EnterprisesValueEBITDARatio,"-4.143","-6.786","-20.051","23.514","-1.655","-3.363","-0.074","-6.878","-8.526","-22.422","-44.433","-12.014","-0.115"
