name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
MarketCap,"1,144,783,537","1,429,016,776","1,336,720,161","1,038,526,658","244,335,142","283,095,295","170,561,521","591,273,767","305,569,032","1,510,858,404","1,556,424,541","1,803,635,573","2,145,405,693","1,302,250,884","751,459,271","645,802,560","282,352,320","1,193,550,960","1,178,457,280"
EnterpriseValue,"3,136,883,537","3,228,116,776","2,738,020,161","2,287,126,658","1,517,235,142","1,659,795,295","1,708,061,521","2,555,673,767","2,290,069,032","3,230,458,404","3,232,424,541","2,534,035,573","2,976,732,693","1,942,706,884","1,120,697,271","1,046,811,560","747,395,320","1,233,406,960","1,127,834,280"
PeRatio,"24.186","34.365",,,,"20.278",,,,,,"31.349","8.683","30.545","46.304","9.802","6.394","14.08","0.004"
ForwardPeRatio,"11.351","17.483","10.776",,,,,,,"7.806","26.455","12.453","8.41","9.124","15.48","8.834","26.178",,
PegRatio,,,,,,,,,,"0.781","1.145","0.539","0.365","0.145",,,"3.024",,
PsRatio,"0.273","0.34","0.294","0.366","0.099","0.081","0.049","0.149","0.086","0.314","0.274","0.314","0.363","0.285","0.344","0.321","0.113","0.377","0.707"
PbRatio,"19.323",,,,,"4.508","3.331","2.933","1.039","1.978","1.646","1.497","1.965","1.893","1.887","1.331","0.597","2.987","3.58"
EnterprisesValueRevenueRatio,"0.75","0.772","0.584","0.727","0.669","0.481","0.488","0.679","0.659","0.822","0.558","0.467","0.639","0.62","0.512","0.567","0.3","0.753","0.687"
EnterprisesValueEBITDARatio,"7.501","7.719","26.251","-1,633.662","18.258","8.233","7.649","8.338","133.922","22.702","23.698","11.597","7.758","12.469","10.369","6.505","5.325","4.394","8.464"
