name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
MarketCap,"1,543,611,227","1,254,493,954","885,521,714","2,538,787,230","2,051,580,960","278,221,200","436,542,680","1,756,899,572","444,218,985","309,873,517","583,377,967","732,340,120","335,583,809","182,484,175","379,287,189","308,842,552","245,169,538","369,893,534","369,956,992","547,095,222","1,337,909,997","283,990,066","185,801,251"
EnterpriseValue,"1,244,760,227","967,968,954","502,781,714","2,079,688,230","1,590,262,960","242,910,200","257,569,680","1,720,690,572","369,564,985","204,902,517","435,279,967","637,391,120","240,634,809","120,534,175","256,108,189","229,877,552","202,161,538","301,918,534","415,005,992","572,804,222","1,168,018,997","243,805,066","153,321,251"
PeRatio,,,"88","23.794","177.667",,,,"47.41","81.867","7.266","31.418","23.081",,"27.932","41.091",,,,,,,
ForwardPeRatio,,,"23.923","19.646","1,111.111",,,,,,"42.017","24.213","44.643",,"34.13","9.699",,,,,,,
PegRatio,,,,,,,,,,,"2.103","1.21","2.236",,"1.364","0.844",,,,,,,
PsRatio,"0.981","0.792","0.397","0.891","0.856","0.154","0.21","0.886","0.254","0.182","0.414","0.598","0.308","0.17","0.353","0.357","0.296","0.484","0.399","0.769","2.705","1.347","1.857"
PbRatio,"4.298","2.436","1.286","3.58","5.738","2.689","2.556","10.767","2.754","2.077","4.546","15.151","10.839","11.401","12.372","28.597",,"13.787","5.542","5.985","7.939","5.798","4.579"
EnterprisesValueRevenueRatio,"0.797","0.62","0.261","0.754","0.638","0.169","0.141","0.986","0.205","0.124","0.291","0.489","0.219","0.114","0.235","0.262","0.244","0.397","0.527","0.717","2.361","1.02","1.67"
EnterprisesValueEBITDARatio,"-5.082","-3.952","-33.06","14.476","13.421","-6.584","-1.379","-143.991","7.016","7.227","13.903","20.575","7.526","-161.791","8.056","9.438","13.02","577.282","-7.498","-88.232","-2,624.762","-27.465","114.676"
