name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
MarketCap,"6,238,176,911","7,258,254,500","5,365,241,190","4,297,020,756","7,936,270,684","8,477,916,142","7,456,432,441","6,277,213,851","5,797,137,911","7,453,367,156","7,312,653,903","4,640,219,420","1,059,463,038","719,048,404","1,005,865,053","1,098,233,876","1,375,489,069","1,374,020,912","914,994,666","378,335,886","338,939,264","361,124,406","363,872,023","1,192,719,556","414,514,963","197,581,250","350,011,714","328,203,015","471,618,000","331,393,125","78,864,000","126,717,750","127,062,000","176,618,750"
EnterpriseValue,"5,360,514,911","6,475,001,500","4,607,971,190","3,591,921,756","6,405,997,684","6,913,337,142","6,116,452,441","5,850,899,851","5,580,239,911","7,086,562,156","6,900,294,903","4,124,119,420","865,935,038","571,300,404","687,919,053","539,669,876","1,058,994,069","1,350,401,912","930,543,666","426,837,886","482,213,264","390,069,406","317,091,023","1,043,211,556","419,045,963","248,381,250","403,711,714","348,903,015","460,618,000","316,493,125","74,864,000","106,717,750","123,362,000","161,418,750"
PeRatio,"122.592",,"539.571",,"115.388","18.937",,"218.696",,"476.385",,,,,,,,,,,,,,,,,,,,,,,,
ForwardPeRatio,"90.909",,,,,"91.743",,"89.286",,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"25.703"
PsRatio,"7.781","11.746","6.111","6.48","8.51","10.543","12.459","12.656","24.294","23.45","42.464","36.998","10.382","7.708","9.25","8.964","12.51","18.944","30.183","10.259","7.952","7.224","4.538","22.389","10.531","5.292","8.869","10.07","20.377","34.784","5.025","8.734","14.472","22.605"
PbRatio,"16.132","23.182","9.027","8.099","5.738","6.344","10.494","20.412","41.664","30.371","21.21","11.559","5.797","3.861","4.113","3.636","20.502","1,575.712","580.212","93.647",,"6.865","2.57","6.081","10.205",,,"9.404","8.076","6.183","1.52","2.166","3.193","2.988"
EnterprisesValueRevenueRatio,"6.806","8.221","7.845","4.432","8.784","6.158","10.2","11.379","14.969","24.979","32.22","28.001","8.485","5.766","6.342","4.438","9.88","23.146","62.625","10.636","11.313","7.803","3.955","19.582","11.248","7.327","10.299","10.67","20.292","24.346","7.412","8.82","14.18","25.622"
EnterprisesValueEBITDARatio,"-22.727","-27.452","-19.77","-692.352","-57.612","18.827","-324.67","161.013","-578.983","-173.113","-302.937","-110.209","-20.289","-10.152","-17.753","-55.125","257.663","-51.633","-15.896","-10.715","-6.583","-6.008","-7.924","-26.657","-17.866","-6.554","-14.316","-12.416","-17.382","-13.881","-4.025","-7.067","-6.294","-16.814"
