name,ttm,06/30/2023,06/30/2022,06/30/2021,06/30/2020
MarketCap,"6,979,904,484","12,450,367,500","11,514,126,140","17,311,242,720","7,183,873,350"
EnterpriseValue,"6,338,604,484","11,700,566,500","10,591,011,140","16,532,901,720","6,803,750,350"
ForwardPeRatio,"22.727","61.728",,,
PegRatio,"0.758","2.052",,,
PsRatio,"5.926","12.743","20.484","71.757","44.414"
PbRatio,"1.766","3.033","2.83","19.887","18.423"
EnterprisesValueRevenueRatio,"5.318","11.054","16.498","69.389","43.171"
EnterprisesValueEBITDARatio,"970.244","-104.436","-45.308","-165.048","-256.242"
