name,ttm,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002
MarketCap,"12,408,269,349","9,353,032,690","9,422,773,492","10,189,179,790","6,851,508,359","6,617,607,874","5,313,251,211","6,727,978,223","7,797,724,170","9,501,191,235","7,279,123,072","5,513,591,704","5,805,343,558","6,212,171,053","4,790,227,367","1,624,382,987","2,434,553,416","2,763,834,482","2,408,209,498","1,311,534,785","1,832,628,828","1,487,470,029","1,691,767,610"
EnterpriseValue,"11,777,393,108","8,977,434,342","9,329,984,916","10,251,702,085","6,806,042,968","6,891,757,556","5,820,068,349","7,311,686,903","7,734,050,490","9,675,802,034","7,582,342,729","5,762,842,884","6,195,055,080","6,612,123,054","4,877,729,727","1,892,244,886","2,619,298,416","3,024,781,862","3,021,739,525","1,156,471,793","1,684,600,822","1,341,407,014","1,613,282,759"
PeRatio,"19.48","21.396","26.699","35.267","31.19","26.784","35.72","45.196","20.99","27.984","20.003","20.687","21.294","25.618","201.663",,"20.95","19.005","65.882","271.164","32.924","19.987","92.179"
ForwardPeRatio,"20","20.325","21.231","26.316","26.455","23.474","19.763","19.305","21.834","22.831","16.051","15.244","18.116","19.194",,,,,,,,,
PegRatio,"4.829","1.493","1.142","3.179",,"0.82","0.903","1.322","1.488","1.515","0.938","1.077","0.816","0.767",,,,,,,,,
PsRatio,"3.748","3.278","3.389","4.015","2.964","3.14","2.489","3.068","3.294","4.229","3.428","2.74","3.342","3.786","3.066","1.161","1.954","1.952","4.411","2.943","3.952","3.913","6.231"
PbRatio,"3.794","3.526","3.691","4.411","3.392","3.441","2.859","3.565","3.978","5.789","5.247","4.476","5.796","6.128","4.999","1.919","2.069","3.097","4.806","2.733","3.771","3.754","5.713"
EnterprisesValueRevenueRatio,"0.043","0.037","0.044","0.054","0.039","0.045","0.041","0.052","0.05","0.065","0.057","0.05","0.064","0.089","0.069","0.027","0.052","0.046","0.124","0.059","0.084","0.074","0.097"
EnterprisesValueEBITDARatio,"0.139","0.121","0.207","0.255","0.216","0.194","0.217","0.275","0.202","0.259","0.217","0.204","0.25","0.393","0.741","1.273","0.359","0.212","1.002","1.134","0.524","0.308","0.269"
