name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
MarketCap,"2,003,142,237","1,530,522,795","1,498,380,000","2,575,464,000","1,264,690,000","936,453,000","330,888,469","777,323,464","313,837,107","162,188,723","274,338,496","287,808,462","137,042,278","139,984,065","207,612,832","149,983,710","42,713,036","263,066,599","260,344,669","119,469,868","99,180,783"
EnterpriseValue,"2,336,042,237","1,817,722,795","1,659,280,000","2,774,464,000","1,411,990,000","1,126,335,000","544,350,469","768,712,464","335,786,107","179,328,723","246,683,496","278,372,462","158,371,278","127,666,065","201,610,832","138,386,710","31,564,036","252,892,599","275,220,669","108,130,868","88,268,783"
PeRatio,"16.808",,"25.898","25.722","28.578",,"5.395","12.236",,"18.286","19.333","111.444","24.55","7.274","10.701",,,"16.944","19.603","36.2","11.018"
ForwardPeRatio,,,,,,,,,,,"11.891","17.007","10.32","11.976","7.955",,,,,,
PegRatio,,,,,,,,,,,"0.68","1.134","0.86","1.198","0.398",,,,,,
PsRatio,"1.156","0.828","0.628","1.335","0.957","0.898","0.293","0.928","0.641","0.329","0.532","0.708","0.32","0.294","0.483","0.936","0.162","0.668","0.876","0.827","0.511"
PbRatio,"2.388","1.826","1.749","3.219","2.529","2.124","0.761","2.809","1.532","0.755","1.496","1.761","0.875","1.292","2.372","2.452","0.545","2.032","2.605","2.203","1.89"
EnterprisesValueRevenueRatio,"1.347","1.048","0.699","1.32","1.01","1.056","0.496","0.832","0.597","0.382","0.48","0.627","0.393","0.282","0.455","0.866","0.118","0.626","0.816","0.733","0.479"
EnterprisesValueEBITDARatio,"23.549","18.324","8.706","11.278","8.748","16.206","6.527","7.695","9.838","10.686","9.462","11.126","8.919","4.819","7.252","-10.031","-0.555","9.07","9.424","21.849","5.582"
