name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997,01/31/1996,01/31/1995,01/31/1994,01/31/1993
MarketCap,"4,553,226,956","5,012,801,077","6,410,819,000","7,485,440,000","4,669,587,751","4,927,996,487","8,086,388,412","7,903,497,483","8,983,114,000","12,703,591,806","22,056,915,354","19,603,242,080","15,617,347,727","13,954,398,000","9,799,395,000","6,706,724,282","3,764,043,208","11,592,114,000","20,616,381,000","18,137,740,086","9,491,280,000","8,475,180,000","4,949,134,100","8,357,296,000","8,805,056,000","8,886,937,500","8,718,010,500","8,881,498,700","6,836,586,375","5,471,037,000","3,446,575,000","2,763,643,750","2,567,820,500"
EnterpriseValue,"10,064,226,956","10,839,801,077","12,251,819,000","13,694,440,000","11,772,587,751","12,128,996,487","12,884,388,412","13,688,497,483","16,027,114,000","20,192,591,806","28,227,915,354","25,629,242,080","21,293,347,727","19,049,398,000","15,760,395,000","14,927,724,282","13,298,043,208","20,762,114,000","27,902,381,000","28,072,740,086","12,502,280,000","12,239,180,000","8,587,134,100","12,592,296,000","14,579,056,000","14,541,937,500","12,802,010,500","14,032,298,700","12,388,286,375","11,663,837,000","8,232,275,000","5,338,043,750","4,962,420,500"
PeRatio,"26.885","7.465","4.975","9.517",,"5.145","4.773","11.482","13.934","10.719","15.467","15.071","12.386","11.538","11.692",,"5.629","13.741","23.05","10.543","14.715","15.933","8.106","16.069",,"11.499","14.271","18.89","26.512","69.231","13.482","14.297",
ForwardPeRatio,"6.188","6.349","6.139","7.31","20.04","6.51","7.519","8.905","9.47","10.235","12.97","11.508","9.99","10.449","10.235",,,,,,,,,,,,,,,,,,
PegRatio,"0.074",,,,,,,,,"10.663","4.986","1.295","1.328","1.134","1.066",,,,,,,,,,,,,,,,,,
PsRatio,"0.197","0.212","0.264","0.345","0.238","0.195","0.325","0.323","0.353","0.501","0.841","0.74","0.611","0.549","0.396","0.285","0.149","0.474","0.843","0.647","0.648","0.588","0.335","0.531","0.496","0.516","0.597","0.598","0.463","0.343","0.304","0.39",
PbRatio,"1.098","1.21","1.845","2.489","2.082","0.814","1.427","1.868","2.371","3.157","4.066","3.602","2.807","2.352","1.772","1.492","0.388","1.17","1.682","1.342","1.539","1.527","0.859","1.502","1.512","1.356","1.624","1.823","1.464","1.28","0.947","1.213","1.3"
EnterprisesValueRevenueRatio,"0.431","0.453","0.477","0.585","0.6","0.477","0.513","0.555","0.613","0.732","1.01","0.913","0.787","0.721","0.63","0.633","0.52","0.789","1.035","1.254","0.8","0.804","0.556","0.805","0.792","0.821","0.816","0.897","0.814","0.775","0.99","0.738","0.701"
EnterprisesValueEBITDARatio,"8.129","5.702","4.242","5.697","-3.323","4.977","4.491","5.587","6.365","5.737","7.368","7.055","5.868","5.407","5.169","6.457","4.595","6.188","7.968","8.301","5.834","6.348","4.234","6.418","6.576","5.945","6.249","6.666","7.029","7.765","8.556","6.767","7.125"
