name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
MarketCap,"1,798,958,557","1,599,753,362","1,421,247,364","1,892,566,841","2,413,719,903","2,807,280,919","6,341,369,023","6,832,230,250","5,888,474,370","5,102,559,810","4,896,614,784","4,108,265,018","2,765,950,734","1,839,616,609","1,869,810,810","1,854,888,900"
EnterpriseValue,"2,132,858,557","1,805,553,362","1,831,547,364","3,453,466,841","3,366,819,903","4,549,780,919","8,561,569,023","9,087,930,250","7,961,874,370","6,845,359,810","6,438,714,784","5,682,565,018","4,475,550,734","3,473,816,609","3,626,410,810","3,763,888,900"
PeRatio,"125",,"81.563",,"116.313","9.728","15.054","29.712","26.309","24.523","48.803","38.377","30.667","28.723","27.059","65.667"
ForwardPeRatio,"21.787","20","19.608","20.161","13.387","16.75",,"18.762","18.149","18.904","20.877","20.877","17.123","11.062","12.771",
PegRatio,,,,,,,,,,,"1.347","2.009","1.163","0.74","0.659",
PsRatio,"1.104","0.996","0.678","0.876","1.039","0.726","1.74","2.066","1.999","2.068","2.133","1.948","1.433","1.007","1.033","0.881"
PbRatio,"1.356","1.225","0.926","1.276","1.502","1.716","4.061","4.837","3.941","3.706","3.19","2.769","1.916","1.401","1.502","1.625"
EnterprisesValueRevenueRatio,"1.296","1.098","1.205","2.381","2.537","1.635","3.505","4.059","2.527","2.544","2.664","2.615","2.279","1.842","1.99","2.176"
EnterprisesValueEBITDARatio,"19.25","16.296","7.099","13.819","19.518","8.951","16.608","18.43","10.837","10.618","11.754","12.676","9.704","8.413","8.856","9.923"
