name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"1,531,976,765","1,203,668,719","1,402,584,837","944,172,416","789,452,559","1,227,494,300","1,262,089,837","1,189,068,193","2,199,991,797","1,696,206,763","2,754,845,668"
EnterpriseValue,"1,273,976,765","1,048,668,719","1,158,584,837","664,172,416","510,452,559","1,188,494,300","1,341,089,837","1,253,068,193","2,213,991,797","1,690,206,763","2,588,845,668"
PeRatio,"6.442","9.593","13.229",,,"21.615","38.8",,,,"20.559"
ForwardPeRatio,,,,,,"23.923","16.155","55.249",,,"17.153"
PsRatio,"0.674","0.535","0.696","0.617","0.404","0.398","0.417","0.472","0.99","0.503","0.665"
PbRatio,"1.445","1.331","1.743","1.351","1.08","0.969","1.037","1.004","1.735","1.023","1.396"
EnterprisesValueRevenueRatio,"0.549","0.452","0.542","0.407","0.315","0.403","0.429","0.473","1.051","0.562","0.631"
EnterprisesValueEBITDARatio,"7.675","6.317","7.241","17.03","-7.189","13.82","11.764","139.23","-13.101","-21.395","12.816"
