name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
MarketCap,"3,834,530,104","3,302,004,184","2,268,147,780","2,829,890,928","2,671,814,971","2,630,098,882","2,476,403,715","1,443,775,643","910,755,857","1,604,263,290","1,232,254,732","1,067,761,421","551,063,115","517,273,108","561,654,062","445,951,411","606,251,546","449,181,277","595,242,010","563,206,364","479,922,520","897,223,020","613,083,200","753,484,615","528,578,348"
EnterpriseValue,"4,864,094,104","4,286,035,184","3,259,224,780","3,484,381,928","3,458,295,971","3,482,023,882","3,407,716,715","3,030,092,643","2,611,924,857","1,715,669,290","1,360,672,732","1,272,788,421","756,193,115","673,951,108","759,400,062","697,509,411","937,108,546","649,889,277","637,024,010","631,890,364","559,342,520","937,956,020","693,475,200","784,614,615","651,312,348"
PeRatio,"42.673","40.942","33.395","32.177","36.905","26.721","39.309","70.781",,"43.75","25.025","53.301",,"12.701","17.25",,"32.667","29.836","41.415","46.446","29.893","39.139","42.941","62.241",
ForwardPeRatio,"21.598","19.084","15.848","19.57","21.645","16.051",,"13.123","9.091","14.793","18.939","17.422","12.642","12.438","14.771",,,,,,,,,,
PegRatio,,,,,,,,,,,"1.577","1.452","1.054","1.066","1.848",,,,,,,,,,
PsRatio,"2.427","2.141","1.732","2.416","2.378","2.15","1.598","1.003","0.665","2.121","1.841","1.67","0.848","0.935","1.078","0.844","1.168","1.406","2.536","2.589","2.886","4.207","3.705","5.311","4.453"
PbRatio,"2.524","2.257","1.676","2.124","2.167","2.33","2.383","1.753","1.229","2.484","2.064","2.036","1.146","1.115","1.316","1.174","1.728","1.392","2.028","2.084","1.873","3.812","2.964","3.99","9.829"
EnterprisesValueRevenueRatio,"3.046","2.684","2.368","2.854","3.222","2.768","2.805","2.667","2.429","2.143","1.978","1.917","1.17","1.185","1.424","1.337","1.714","2.039","2.349","2.621","2.795","4.335","4.145","5.787","6.66"
EnterprisesValueEBITDARatio,"18.653","16.436","15.847","16.278","16.973","14.777","13.663","14.026","13.966","27.475","11.528","13.249","10.628","6.632","7.329","14.199","10.116","10.51","12.095","17.263","13.389","18.256","17.89","21.423","23.763"
