name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"3,108,892,510","3,908,243,173","3,340,270,038","3,367,363,970"
EnterpriseValue,"3,271,004,510","4,109,228,173","3,597,613,038","3,689,042,970"
PsRatio,"5.813","7.455","7.184",
PbRatio,"2.418","3.059","2.628","2.618"
EnterprisesValueRevenueRatio,"6.169","7.75","7.571","9.101"
EnterprisesValueEBITDARatio,"21.599","27.134","29.147","56.169"
