name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"24,035,382,249","13,772,916,021","9,232,521,501","10,680,783,033","9,619,753,758","11,212,179,571","11,289,698,423","7,844,809,893","6,626,250,000"
EnterpriseValue,"37,710,382,249","26,581,916,021","23,586,521,501","21,951,783,033","19,379,753,758","22,206,179,571","22,069,698,423","11,374,809,893","8,188,250,000"
PeRatio,"19.299","9.874",,,"10.921","21.895",,"0.331",
ForwardPeRatio,"16.695","9.709","6.707","14.641","9.533","10.299","12.048","20.576",
PegRatio,"2.035",,,"0.715","0.945",,,,
PsRatio,"1.754","0.896","0.781","0.979","0.816","0.987","1.484","1.38",
PbRatio,"8.49","3.928","2.524","1.77","1.139","1.439","1.344","1.132",
EnterprisesValueRevenueRatio,"2.552","1.799","1.718","1.818","1.694","1.88","2.414","2.095","1.586"
EnterprisesValueEBITDARatio,"8.246","5.813","22.485","28.071","5.727","6.074","11.277","8.811","8.004"
