name,ttm
MarketCap,"4,222,305,722"
EnterpriseValue,"4,537,028,722"
PeRatio,"77.079"
ForwardPeRatio,"10.471"
PsRatio,"7.756"
EnterprisesValueRevenueRatio,"8.136"
EnterprisesValueEBITDARatio,"454.88"
