name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
MarketCap,"3,244,417,426","3,058,363,890","2,898,090,820","7,182,777,160","4,531,313,291","4,294,989,296","2,451,051,978","4,877,849,664","4,407,239,467","2,883,407,988","6,380,785,790","6,491,387,526","3,795,620,238","1,243,978,765","799,243,463","520,478,378","457,222,589"
EnterpriseValue,"3,744,642,426","3,491,320,890","3,167,961,820","8,794,441,160","6,854,149,291","8,359,942,296","3,307,160,978","5,957,923,664","5,600,719,467","4,210,944,988","7,776,025,790","7,373,278,526","5,041,496,238","1,631,157,765","821,201,463","562,000,378","854,265,589"
PeRatio,,,"13.865","54.726","98.051","63.825",,"33.863","33.269","14.325","19.171","45.493",,"42.507","49.757","24.08",
ForwardPeRatio,"22.422","21.142","21.978","17.731","19.121","16.529","8.482","20.202","21.93","15.699","21.645","24.631","25.707","16.807","16.639",,
PegRatio,"1.899",,,"0.737","1.698","2.131","0.645","2.297","2.656","1.963","2.3","1.022","1.154","0.988","1.148",,
PsRatio,"1.896","1.835","0.739","1.875","1.702","1.062","0.716","1.326","1.174","0.711","1.317","1.537","0.934","1.847","1.489","0.996","0.577"
PbRatio,"0.949","0.889","0.852","1.566","1.328","1.44","0.751","1.48","1.484","0.929","1.918","2.77","1.985","5.069","3.694","2.618","2.739"
EnterprisesValueRevenueRatio,"2.193","2.045","2.027","6.166","6.116","2.512","1.508","3.075","1.758","1.226","1.681","1.753","1.288","2.352","1.515","1.07","1.412"
EnterprisesValueEBITDARatio,"22.064","20.571","13.107","51.656","38.069","20.59","11.673","26.975","14.976","10.33","13.309","14.027","15.588","33.629","16.046","10.273","27.139"
