name,ttm,05/31/2023,05/31/2022,05/31/2021,05/31/2020,05/31/2019,05/31/2018,05/31/2017,05/31/2016,05/31/2015,05/31/2014,05/31/2013,05/31/2012,05/31/2011,05/31/2010,05/31/2009,05/31/2008,05/31/2007,05/31/2006,05/31/2005,05/31/2004,05/31/2003,05/31/2002,05/31/2001,05/31/2000,05/31/1999,05/31/1998,05/31/1997,05/31/1996,05/31/1995,05/31/1994,05/31/1993,05/31/1992
MarketCap,"1,151,208,625","1,346,616,000","1,283,526,000","1,158,592,000","1,007,559,021","1,161,459,000","1,574,650,000","1,492,803,000","1,343,320,000","1,456,815,234","1,026,444,855","960,473,172","847,634,391","843,701,550","948,054,076","713,370,910","1,191,279,902","1,223,276,550","1,103,819,898","1,528,292,554","1,117,942,132","1,169,466,936","1,773,180,444","1,341,390,283","860,369,088","758,782,500","614,801,280","447,694,065","987,160,500","821,180,750","554,303,750","565,398,750","332,046,000"
EnterpriseValue,"1,174,308,625","1,237,616,000","1,067,826,000","1,087,692,000","834,559,021","834,359,000","1,219,750,000","1,036,803,000","1,008,420,000","1,527,715,234","1,184,144,855","976,173,172","869,434,391","997,301,550","1,012,654,076","1,050,170,910","1,428,979,902","1,505,376,550","1,469,819,898","1,993,492,554","1,616,742,132","1,841,666,936","2,311,780,444","1,936,190,283","1,101,169,088","1,019,082,500","905,101,280","727,194,065","1,190,860,500","918,480,750","596,903,750","569,698,750","437,946,000"
PeRatio,"27.719","24","36.794",,,"23.978",,"31.272","50.064","36.138","25.302","13.808","7.903","21.116","16.344","178.182","11.392","22.528","16.147","23.747","17.432","14.412","18.964","39.554","17.969","28.363",,"44.403","31.599","23.214","23.214","25.88","27.083"
ForwardPeRatio,"12.804",,,,,,"21.93","23.095","22.523","26.954","11.947","9.709","11.325","14.389","10.504",,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,"1.796","0.797","0.647","0.755","0.959","0.7",,,,,,,,,,,,,,,,,,
PsRatio,"0.722","0.885","0.865","0.974","0.624","0.691","0.972","0.853","0.822","0.782","0.58","0.496","0.398","0.48","0.516","0.386","0.521","0.63","0.485","0.734","0.509","0.658","0.975","0.732","0.659","0.724","0.646","0.631","1.162","1.195","0.912","1.103","0.708"
PbRatio,"1.154","1.173","1.084","0.986","0.839","0.915","1.242","1.176","1.096","1.608","1.174","1.136","1.021","1.14","1.149","0.932","1.25","1.084","1.052","1.631","1.363","1.549","2.467","2.717","2.001","2.246","2.009","1.442","3.421","3.282","2.693","4.079","3.121"
EnterprisesValueRevenueRatio,"0.714","0.726","0.65","0.836","0.561","0.504","0.749","0.595","0.603","0.934","0.758","0.63","0.406","0.531","0.535","0.568","0.648","0.783","0.716","0.958","0.724","0.94","1.206","0.987","0.785","0.874","0.846","0.753","1.282","1.225","0.945","1.032","0.895"
EnterprisesValueEBITDARatio,"8.479","6.937","6.78","20.561","-36.765","9.536","27.287","8.012","9.151","18.631","17.727","10.871","3.41","6.183","5.255","8.788","4.501","5.659","5.388","7.503","6.161","7.706","8.515","9.224","6.462","6.758","7.311","9.556","9.557","10.016","7.722","8.619","8.974"
