name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"2,665,900,531","683,378,694","535,175,334","560,275,006"
EnterpriseValue,"2,367,501,531","552,961,694","432,890,334","506,623,006"
PbRatio,"9.223","5.527","5.089","6.651"
EnterprisesValueEBITDARatio,"-3.597","-5.997","-4.916","-15.631"
