name,ttm
MarketCap,"13,448,882,662"
EnterpriseValue,"20,028,882,662"
ForwardPeRatio,"74.627"
PsRatio,"2.513"
PbRatio,"1.49"
EnterprisesValueRevenueRatio,"3.755"
EnterprisesValueEBITDARatio,"71.792"
