name,ttm,03/31/2023,03/31/2022
MarketCap,"837,413,164","838,435,848","1,663,918,466"
EnterpriseValue,"875,243,051","746,612,693","1,267,588,603"
PeRatio,"16.924","4.109","2.204"
ForwardPeRatio,"9.259","5.963","4.077"
PsRatio,"0.505","0.566","0.449"
PbRatio,"0.782","0.77","2.438"
EnterprisesValueRevenueRatio,"0.307","0.269","0.333"
EnterprisesValueEBITDARatio,"3.584","1.481","0.973"
