name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"44,021,469,314","88,236,364,881","109,303,712,952","136,992,959,701","51,036,687,644","30,427,669,713","59,411,713,092","36,079,572,742","44,652,624,476","31,605,981,402"
EnterpriseValue,"27,116,608,203","67,737,736,003","85,341,594,222","123,592,843,834","45,709,824,650","27,563,923,278","57,917,079,497","34,966,049,641","41,867,137,202","26,961,239,081"
PeRatio,"12.796","342.94","53.682","62.151","200.404","299.953",,,,
ForwardPeRatio,"8.503","19.157","32.468","38.61","24.155","93.458","46.512","200","188.679","454.546"
PegRatio,"1.278","0.669","1.442","1.139","0.345","2.466",,,,
PsRatio,"0.285","0.594","1.587","2.533","1.324","0.968","2.345","2.435","2.221","4.236"
PbRatio,"1.318","2.889","3.226","5.919","4.705","3.273","7.537","7.106","7.884","5.179"
EnterprisesValueRevenueRatio,"0.025","0.065","0.09","0.166","0.079","0.06","0.16","0.135","0.231","0.234"
EnterprisesValueEBITDARatio,"0.785","2.919","17.542","2.13","2.258","6.821","10.975","16.211","-8.089","-8.176"
