name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017
MarketCap,"1,484,319,684","1,916,193,000","3,437,200,302","2,632,313,829","3,911,968,265","1,627,175,550","2,149,531,593","3,670,445,379","7,821,713,380"
EnterpriseValue,"2,944,319,684","3,563,193,000","5,063,200,302","4,467,313,829","6,668,968,265","5,122,175,550","4,901,531,593","6,731,445,379","10,551,713,380"
PeRatio,"87.45","30.093","30.583","3.347","35.427",,,"302.385",
ForwardPeRatio,"9.681","8.613","9.94","7.246","9.643","7.326","8.681","5.568","7.937"
PegRatio,"0.094","0.35",,"0.259",,"0.205","0.901","1.339","1.585"
PsRatio,"0.107","0.139","0.229","0.199","0.272","0.125","0.128","0.213","0.482"
PbRatio,"0.696","0.994","1.582","1.24","2.667","1.302","1.12","0.956","1.992"
EnterprisesValueRevenueRatio,"0.201","0.24","0.331","0.337","0.46","0.394","0.293","0.39","0.651"
EnterprisesValueEBITDARatio,"4.488","5.334","5.964","2.724","7.578","36.587","10.065","7.606","9.264"
