name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"2,743,370,984","2,388,862,367","1,633,684,188","2,539,085,340"
EnterpriseValue,"3,286,406,984","2,884,706,367","2,167,398,188","2,624,819,340"
PeRatio,"1,126","791.75",,
ForwardPeRatio,"95.238","97.087",,
PsRatio,"2.171","1.977","2.062","5.671"
PbRatio,"7.53","7.202","12.999","26.762"
EnterprisesValueRevenueRatio,"3.403","2.987","2.933","5.272"
EnterprisesValueEBITDARatio,"27.763","24.369","47.023","-30.084"
