name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"815,004,828","759,892,317","735,015,963","729,645,893","567,586,370","772,879,791","771,655,112","1,246,640,364"
EnterpriseValue,,,,,,,"1,663,147,272","2,061,261,364"
PeRatio,"9.784","11.248","7.735","4.957",,"23.893","11.481","16.615"
ForwardPeRatio,"8.104","7.331","6.944","8.913",,,,
PsRatio,"8.938","9.756","7.06","4.62","104.461","19.761","10.214","16.659"
PbRatio,"0.945","0.887","0.825","0.816","0.672","0.79","0.698","1.109"
EnterprisesValueRevenueRatio,"19.406",,,,,,"34.811","23.912"
