name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
MarketCap,"47,123,966,775","49,191,764,919","47,792,239,914","87,945,000,000","58,296,000,000","51,240,000,000","46,830,000,000","58,222,505,884","53,108,144,576","51,015,000,000","55,856,000,000","61,305,000,000","39,392,548,754","31,713,669,246","55,295,049,746"
EnterpriseValue,"143,305,966,775","133,189,764,919","130,088,239,914","173,933,000,000","139,912,000,000","128,930,000,000","124,819,000,000","129,649,505,884","108,104,144,576","84,956,000,000","72,440,000,000","72,822,000,000","37,956,548,754","21,792,669,246","49,828,049,746"
PeRatio,"5.577","5.045","5.721","7.838","18.673","5.961","35.585","8.666","4.028","12.458","22.523","17.318","9.873","4.16","12.754"
ForwardPeRatio,"4.535","4.606","5.516","8.143","6.771","5.653","5.302","6.698","6.039","6.297","8.11","7.536","7.407","5.16",
PegRatio,"0.761","0.633","0.941","0.649","0.74","1.067","1.402","7.202","7.455","0.576","0.607","0.605","0.487","0.496",
PsRatio,"0.325","0.292","0.335","0.655","0.517","0.363","0.328","0.377","0.34","0.371","0.376","0.443","0.317","0.213","0.441"
PbRatio,"0.733","0.661","0.722","1.624","1.345","1.15","1.23","1.358","1.169","1.473","1.4","2.128","1.524","0.923","2.144"
EnterprisesValueRevenueRatio,"0.834","0.775","0.83","1.37","1.142","0.939","0.849","0.891","0.725","0.626","0.465","0.469","0.249","0.145","0.367"
EnterprisesValueEBITDARatio,"6.176","5.74","5.449","6.763","6.357","5.772","5.457","5.249","4.828","5.218","6.094","4.599","3.596","1.271","3.62"
