name,ttm
MarketCap,"698,115,049"
EnterpriseValue,"780,453,485"
PsRatio,"18.311"
PbRatio,"3.593"
EnterprisesValueRevenueRatio,"20.471"
EnterprisesValueEBITDARatio,"8,750.067"
