name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006
MarketCap,"70,407,830,854","80,227,816,943","46,526,577,690","28,529,764,161","34,479,308,154","25,853,085,606","27,836,051,729","19,593,662,776","13,270,928,017","15,420,137,715","11,403,229,575","9,662,052,522","7,304,933,843","7,300,416,543","4,110,873,823","3,067,388,449","2,438,395,153","1,663,607,027","2,150,288,631","1,090,695,368"
EnterpriseValue,"89,045,830,854","98,759,816,943","63,220,577,690","44,605,764,161","49,960,308,154","41,343,085,606","41,995,938,729","30,632,048,776","23,392,640,017","23,959,139,715","18,936,936,575","16,423,634,522","11,374,761,843","10,621,948,543","6,873,065,823","4,604,922,449","3,604,989,153","2,861,775,027","3,388,004,631","1,993,934,368"
PeRatio,"48.873","52.778","44.943","40.371","72.709","45.466","38.972","25.962","28.437","30.595","29.338","178.961","32.635","25.608","29.168","24.623","15.421","12.917","27.703","21.903"
ForwardPeRatio,"32.468","35.587","28.986","23.641","34.247","35.971","24.272","21.882","18.622","22.321","21.598","21.93","18.215","17.731","15.291",,,,,
PegRatio,"3.826","4.046","2.556","0.978","1.551",,"1.333","1.529","1.54","1.396","1.441","1.567","1.402","1.043","0.886",,,,,
PsRatio,"9.115","10.831","7.698","5.919","7.727","4.958","5.965","5.596","4.11","5.245","4.737","4.631","4.079","4.824","3.612","3.968","3.3","2.408","4.052","2.03"
PbRatio,,,,,,,,,,,,,"9.112","6.622","5.069","5.173","2.977","2.544","4.666","3.145"
EnterprisesValueRevenueRatio,"11.215","12.985","10.127","8.581","10.648","7.557","8.576","8.311","6.741","7.714","7.457","7.234","6.158","6.72","5.699","5.564","4.734","4.01","6.267","5.328"
EnterprisesValueEBITDARatio,"23.353","26.815","21.504","18.853","27.316","17.681","21.273","17.758","15.286","18.056","17.358","19.515","14.73","14.774","14.465","11.71","9.933","8.818","14.245","12.592"
