name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
MarketCap,"907,337,312","1,312,130,005","1,371,183,903","3,734,287,457","3,636,660,787","5,824,118,107","4,486,036,894","5,345,084,249","4,766,280,658","2,508,787,369","2,007,942,348","1,251,624,452","1,000,281,175","475,448,380","337,676,097"
EnterpriseValue,"5,632,606,312","6,539,019,005","6,546,380,903","7,879,540,457","6,659,437,787","8,829,066,107","6,757,063,894","7,681,719,249","7,084,869,658","4,695,454,369","3,004,405,348","2,258,458,452","1,708,462,175","860,198,380","739,355,097"
PeRatio,"159.933",,,,"160.133","129.828","39.808","80.284",,,"158.211",,,,
ForwardPeRatio,"6.317",,"4.757",,,,"53.192","70.423",,,"21.322","27.933",,,"23.529"
PegRatio,,,,,,,"5.914","7.814",,,"2.132","5.088",,,
PsRatio,"0.952","1.314","1.434","4.351","4.591","7.313","6.307","7.271","5.435","5.256","7.813","5.835","5.278","3.766","5.569"
PbRatio,"0.342","0.477","0.47","1.103","1.129","1.693","1.237","1.461","1.871","1.494","1.918","1.468","1.439","0.878","0.827"
EnterprisesValueRevenueRatio,"5.915","6.867","6.379","8.786","8.273","10.791","9.276","10.55","11.076","9.015","11.856","10.987","10.647","6.433","12.193"
EnterprisesValueEBITDARatio,"12.563","14.584","12.922","15.932","15.741","20.18","15.357","16.622","18.43","17.08","24.66","23.296","24.988","15.39","33.514"
