name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
MarketCap,"4,849,590,578","4,585,459,257","4,599,070,685","5,480,916,000","6,350,628,000","5,819,472,000","3,327,783,000","5,804,501,839","6,554,831,376","10,233,221,630","11,126,531,408","9,932,539,298","8,020,949,726","6,632,082,100","6,897,813,956","4,673,726,825","4,456,410,917","5,192,192,788","3,341,023,357","2,599,535,631","2,055,438,616","1,955,259,650","1,309,310,367","1,128,712,156","579,853,225","275,907,310","175,225,116","153,178,098","115,000,000"
EnterpriseValue,"6,596,990,578","6,331,159,257","6,627,170,685","7,460,216,000","8,689,028,000","8,930,772,000","6,113,783,000","8,530,840,839","9,527,262,376","11,080,150,630","12,761,474,408","11,271,681,298","9,345,206,726","8,008,048,100","7,905,410,956","5,645,679,825","5,238,633,917","5,809,612,788","3,784,789,357","2,842,765,631","2,251,138,616","2,115,224,650","1,528,480,367","1,440,565,156","999,645,225","686,607,310","202,925,116","154,378,098","108,800,000"
PeRatio,"75.59",,"712.714","142",,,"21.208",,"28.015","38.654","35.237","33.478","30.286","30.921","33.858","27.177","31","45","45.482","30.827","27.189","32.657","32.058","58.538","42.362","20.45","31.62","112.508",
ForwardPeRatio,"22.779","21.882","20.704","26.738","26.596","20.921","8.636","15.106","16.667","23.148","27.701","26.738","25.189","24.155","29.326",,,,,,,,,,,,,,
PegRatio,"2.398","1.989","1.882","2.431","2.087","3.458","1.006","1.343","1.668","1.665","1.924","1.707","1.689","1.463","1.752",,,,,,,,,,,,,,
PsRatio,"1.82","1.71","1.71","2.07","2.245","1.726","0.898","1.611","1.864","3.748","4.632","4.888","4.243","4.204","4.889","4.063","4.246","5.727","4.57","4.601","4.112","4.75","3.638","3.578","2.464","2.159","2.702","3.409","3.778"
PbRatio,"1.923","1.852","1.981","2.265","2.72","2.353","1.139","2.071","2.304","3.768","5.993","5.824","5.202","5.58","6.562","5.526","6.647","7.271","5.52","4.886","4.149","4.794","4.007","4.854","4.492","2.336","3.263","3.404","2.875"
EnterprisesValueRevenueRatio,"2.481","2.381","2.45","2.818","3.248","2.699","1.754","2.382","2.674","3.711","4.994","5.26","4.885","4.778","5.492","4.794","4.834","6.228","4.793","4.664","4.361","4.667","3.807","4.012","3.088","5.168","3.043","3.342","4.441"
EnterprisesValueEBITDARatio,"22.462","21.557","17.129","25.161","33.497","315.575","70.68","36.255","14.044","17.993","19.385","18.139","17.142","16.417","18.697","16.038","17.102","22.664","16.297","14.979","13.381","14.656","13.157","14.568","10.938","22.775","19.178","34.306","-272"
