name,ttm,07/31/2024,07/31/2023,07/31/2022,07/31/2021,07/31/2020,07/31/2019,07/31/2018,07/31/2017,07/31/2016,07/31/2015,07/31/2014,07/31/2013
MarketCap,"34,955,571,086","44,829,075,280","32,971,040,983","26,642,674,126","31,133,939,894","20,094,007,276","17,220,944,954","18,441,658,862","15,258,524,914","13,590,492,256","16,801,772,573","13,886,333,251","13,361,391,766"
EnterpriseValue,"39,036,571,086","49,343,075,280","37,578,040,983","30,174,674,126","33,407,939,894","23,496,007,276","19,108,944,954","19,852,658,862","16,912,212,900","15,420,585,540","18,698,713,962","15,496,256,713","14,854,023,378"
PeRatio,"20.91","24.36","17.978","12.688","28.681","20.779","18.806","15.774","28.261","16.192","34.338","22.014","733.537"
ForwardPeRatio,"18.382","20.833","17.123","13.072","20.492","18.797","14.749","14.599","14.025","14.205","16.026","14.124",
PegRatio,"1.482","3.604","4.627","1.949","2.272","3.308","2.106","2.003","2.322","1.585",,"0.743",
PsRatio,"1.189","1.54","1.133","1.028","1.423","0.927","0.824","0.921","0.765","0.667","0.777","0.654","0.656"
PbRatio,"6.181","8.118","6.984","5.91","6.93","4.895","4.013","4.05","3.947","3.512","4.506","3.065","3.096"
EnterprisesValueRevenueRatio,"1.314","1.671","1.258","1.111","1.503","1.062","0.886","0.961","0.847","0.742","0.854","0.742","0.733"
EnterprisesValueEBITDARatio,"13.36","16.778","12.505","9.111","15.64","12.653","11.913","10.239","11.65","10.306","12.16","12.372","12.506"
