name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2013,12/31/2012
MarketCap,"2,883,203,818","3,411,703,308","1,785,256,497","2,313,166,701","2,118,212,310","2,050,935,846","4,355,505,549","3,069,427,810","1,343,134,964","591,673,679","411,500,549","312,365,393"
EnterpriseValue,,,,,,,,,"1,482,645,804","479,343,679","343,258,549",
PeRatio,"7.778","5.865","305.243",,"14.868","5.399","15.01","16.152","14.101",,,
ForwardPeRatio,"9.681","22.936","7.102","7.819","5.028","4.708","17.153",,,,,
PsRatio,"5.119","4.569","86.653","16.71","7.314","4.299","12.202","12.42","10.321",,,
PbRatio,"1.185","1.547","1.149","1.447","1.231","1.309","4.567","4.353","2.728",,,
EnterprisesValueRevenueRatio,"8.303","6.437","147.529","24.259","9.506","5.688","12.779","12.52","10.456","5.095","5.859",
EnterprisesValueEBITDARatio,"15.816",,,,,,,,,,,
