name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"5,958,360,141","5,899,282,802","4,070,878,255","6,395,594,385","6,469,897,427","5,736,663,725","3,299,366,032","3,517,737,091","2,983,468,969","5,586,887,904","4,153,505,812","2,901,851,737"
PeRatio,"9.352","9.028","4.383","4.766","10.335","7.527","10.425","20.465",,,"7.184",
ForwardPeRatio,"8.019","6.882","4.753","5.471","7.457","6.094","4.496","5.501","5.675","7.93",,
PsRatio,"1.402","1.406","1.033","1.691","1.656","1.562","1.005","1.221","1.09","4.22","1.804","2.1"
PbRatio,"1.87","1.895","1.339","2.049","2.072","1.401","0.906","1.089","0.98","1.873","1.976","2.273"
