name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
MarketCap,"3,352,624,263","3,292,687,462","3,367,798,656","3,703,663,792","2,731,963,168","2,313,881,256","2,107,109,214","2,237,613,723","2,139,681,153","1,475,517,651","2,142,452,829","1,954,314,769","1,388,580,118","1,153,212,420","1,145,215,583","859,642,053","709,242,700","628,839,883","1,437,521,240","2,196,874,380","1,445,346,322","1,201,206,451"
PeRatio,"36.943","25.134","6.747","7.649","17.59","19.349","8.428","10.355","9.128","5.973","7.073","6.841","7.965","5.32","6.218","6.198","26.537","17.901","12.493","11.757","9.687","37.333"
ForwardPeRatio,"15.748",,"13.441","14.577","9.497","11.211","10.846","10.225","11.299","6.285","7.734","6.427","6.456","5.757","5.787","5.438","5.811",,,,,
PegRatio,,,,,,,,,,,"0.455","0.378","0.38","0.576","0.386","0.32","0.342",,,,,
PsRatio,"3.284","3.003","2.307","3.417","2.58","2.57","2.223","2.958","2.789","1.877","2.456","2.375","2.161","1.718","1.653","1.593","1.379","1.113","2.267","3.473","2.765","3.417"
PbRatio,"1.028","0.999","1.059","1.295","1.139","0.985","0.909","1.059","1.084","0.804","1.293","1.418","1.192","1.14","1.263","1.096","1.103","1.033","2.11","3.681","3.168","3.932"
