name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
MarketCap,"1,142,660,976","1,066,557,440","589,323,741","660,309,495","657,430,631","795,173,291","350,150,597","1,055,943,964","832,714,990","375,162,147","532,460,411","930,188,908","787,191,029","707,920,763","736,290,751","622,646,303","440,484,128","900,540,065","540,426,485"
EnterpriseValue,"2,006,860,976","1,961,057,440","1,450,823,741","1,518,009,495","1,529,230,631","1,830,473,291","1,332,550,597","1,706,543,964","1,496,514,990","1,105,262,147","1,324,860,411","1,154,188,908","1,016,591,029","959,320,763","997,390,751","895,146,303","750,584,128","1,321,140,065","983,326,485"
PeRatio,"13.126","12.224","8.343","8.437","6.971","18.114","36.255","21.66",,,,"16.516","12.15","12.726","16.72","33.087","9.4","16.015",
ForwardPeRatio,"11.468","10.515","6.227","6.609","7.148","9.843","4.386","14.793","13.889","6.887","9.533","12.837","9.234","10.101","11.751",,,,
PegRatio,"0.354",,,,,"0.547","0.244",,,,"1.589","0.987","1.538","0.546","0.534",,,,
PsRatio,"0.543","0.518","0.318","0.412","0.37","0.436","0.227","0.779","0.572","0.222","0.364","0.632","0.513","0.488","0.594","0.557","0.329","0.68","0.357"
PbRatio,"2.29","2.26","1.587","1.666","2.336","7.92","5.089","9.766","41.024","5.517","3.583","5.693","5.227","5.446","8.301","14.216","24.471",,
EnterprisesValueRevenueRatio,"0.932","0.91","0.733","0.904","0.916","1.118","0.853","1.157","1.057","0.679","0.852","0.781","0.654","0.654","0.838","0.796","0.55","0.995","0.887"
EnterprisesValueEBITDARatio,"7.945","7.763","7.391","6.97","7.176","10.141","9.791","11.183","10.524","37.34","17.161","8.646","6.512","5.571","7.75","9.097","4.568","7.978","8.462"
