name,ttm,01/31/2024,01/31/2023,01/31/2022
MarketCap,"7,004,366,861","4,355,692,440","6,113,170,240","12,094,037,918"
EnterpriseValue,"5,739,822,861","3,113,025,440","4,854,554,240","11,895,210,918"
ForwardPeRatio,"555.556","87.719",,
PsRatio,"10.499","7.442","13.844","37.367"
PbRatio,"5.569","3.655","5.064",
EnterprisesValueRevenueRatio,"8.765","5.528","11.118","41.582"
EnterprisesValueEBITDARatio,,"-12.718","-16.585","-41.473"
