name,ttm,09/30/2024
MarketCap,"5,469,434,737","4,943,291,900"
EnterpriseValue,"9,956,434,737","4,841,291,900"
PeRatio,,"19.235"
PsRatio,"0.244","0.88"
PbRatio,"1.226","2.446"
EnterprisesValueRevenueRatio,"1.187","0.862"
EnterprisesValueEBITDARatio,"17.591","11.181"
