name,ttm
MarketCap,"6,453,229,837"
EnterpriseValue,"7,591,465,837"
ForwardPeRatio,"45.455"
PsRatio,"7.122"
PbRatio,"2.114"
EnterprisesValueRevenueRatio,"8.378"
EnterprisesValueEBITDARatio,"25.171"
