name,ttm,08/31/2024,08/31/2023,08/31/2022,08/31/2021,08/31/2020,08/31/2019,08/31/2018,08/31/2017
MarketCap,"1,005,000,884","1,096,394,386","1,340,602,830","891,883,400","1,180,873,280","615,358,800","670,958,970","741,615,200","430,503,420"
EnterpriseValue,"1,333,405,884","1,357,953,386","1,827,259,830","1,034,972,400","1,391,838,280","704,879,800","752,374,970","835,799,200","619,096,420"
PeRatio,"21.219","22.205",,"14.739","334.207",,"8.796","10.151","292.172"
ForwardPeRatio,"11.087","10.352","10.341","6.988","8.696","7.199","7.283","4.662","7.305"
PsRatio,"0.844","0.945","0.745","0.546","0.984","0.545","0.508","0.632","0.407"
PbRatio,"2.568","2.589","4.214","2.272","4.383","2.326","2.772","4.458","15.722"
EnterprisesValueRevenueRatio,"1.139","1.154","1.065","0.56","1.046","0.639","0.575","0.735","0.905"
EnterprisesValueEBITDARatio,"21.19","17.549","19.81","5.382","16.047","11.728","5.323","5.8","8.81"
