name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2019,12/31/2018
MarketCap,"1,511,724,777","1,317,736,612","1,281,691,563","1,237,248,230","452,320,000","424,600,000"
EnterpriseValue,"2,445,041,777","2,260,493,612","2,210,086,563","2,050,319,230","452,434,497","424,714,497"
PeRatio,,"75.498",,,,
ForwardPeRatio,"27.322","28.49","29.499","27.778",,
PsRatio,"1.047","0.934","0.939",,"0.744",
PbRatio,"2.258","1.868","1.807","1.676","1.323",
EnterprisesValueRevenueRatio,"1.7","1.572","1.569","1.737","0.589","0.55"
EnterprisesValueEBITDARatio,"24.636","22.776","24.198","16.06","6.922","8.436"
