name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"2,157,606,941","1,518,413,665","1,440,877,811","3,692,166,320"
EnterpriseValue,"1,806,106,941","1,183,513,665","1,115,877,811","3,316,230,320"
PeRatio,"77.857","71.343",,"314.071"
ForwardPeRatio,"35.714","29.586","33.67","86.207"
PegRatio,,"1.185","1.347",
PsRatio,"1.3","0.895","0.725","1.632"
PbRatio,"4.802","3.619","4.051","11.924"
EnterprisesValueRevenueRatio,"1.075","0.704","0.599","1.561"
EnterprisesValueEBITDARatio,"56.09","36.755","112.715","-123.74"
