name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
MarketCap,"2,042,944,580","1,948,418,058","1,175,972,123","1,831,671,045","1,471,946,839","1,595,608,700","1,544,110,260","1,674,985,792","2,490,492,599","1,593,163,073","2,255,115,960","1,746,651,060","1,351,227,060","1,169,956,851","1,397,740,593","1,245,919,590","701,018,287","1,571,915,100","2,127,505,460","2,828,290,770","2,380,794,150","2,522,913,480","1,650,816,720","1,622,306,597","1,515,382,762","1,320,053,336","1,477,908,182","1,818,763,500","979,902,000","706,660,500","820,529,500","894,824,000","760,671,500","620,023,250","469,582,500"
EnterpriseValue,"2,586,444,580","2,572,318,058","1,465,872,123","1,976,374,045","1,618,853,839","1,864,755,700","1,748,546,260","1,963,147,792","2,692,648,599","1,819,439,073","2,387,114,960","1,861,633,060","1,457,121,060","1,249,848,851","1,488,217,593","1,352,975,590","979,267,287","1,826,366,100","2,440,271,460","2,822,527,770","2,353,415,150","2,351,471,480","1,547,905,720","1,632,445,597","1,713,694,762","1,434,153,336","1,617,708,182","1,916,063,500","1,068,602,000","740,560,500","856,729,500","919,824,000","781,871,500","631,623,250","482,282,500"
PeRatio,"39.972","41.83","10.414","24.735","22.232","17.263","16.556","26.061","23.796","20.373","30.213","30.336","28.093","29.326","48",,"15.529","13.749","17.835","23.575","21.853","25.786","18.245","21.944","14.326","15.235","13.917","40.69","14.602","14.006","15.923","20.29","19.915","18.873","11.154"
ForwardPeRatio,"14.903","14.881","19.342","15.267","17.094","13.21",,"15.873","18.868","12.92","24.814","19.38","17.182","17.986","24.45","47.847",,,,,,,,,,,,,,,,,,,
PegRatio,"1.241","1.241",,,,,,,,,"1.24","0.97","0.86","0.999","1.223","69.458",,,,,,,,,,,,,,,,,,,
PsRatio,"0.813","0.79","0.507","0.859","0.737","0.736","0.699","0.802","1.145","0.695","1.105","0.871","0.687","0.663","0.847","0.749","0.284","0.64","0.86","1.311","1.184","1.445","0.989","0.911","0.775","0.746","0.873","1.282","0.996","0.805","1.024","1.156","1.091","1.022","0.726"
PbRatio,"2.683","2.63","1.942","2.91","2.568","2.849","2.794","3.375","4.704","3.498","5.131","4.046","3.214","2.86","3.426","2.972","1.562","3.425","4.189","3.968","3.558","3.554","2.552","2.737","2.678","2.633","3.199","4.765","3.882","3.394","4.378","4.982","4.667","4.145","3.568"
EnterprisesValueRevenueRatio,"1.063","1.057","0.621","0.905","0.828","0.83","0.774","0.902","1.222","0.79","1.074","0.904","0.727","0.682","0.882","0.833","0.395","0.711","0.911","1.16","1.129","1.339","0.915","0.911","0.837","0.796","0.948","1.406","1.071","0.829","1.013","1.179","1.107","1.039","0.726"
EnterprisesValueEBITDARatio,"13.966","13.889","6.123","11.722","11.638","8.151","8.615","13.126","13.268","8.209","14.043","12.149","11.053","9.734","12.719","16.133","6.269","6.943","8.754","9.88","9.562","10.169","7.218","7.145","6.666","6.192","6.97","10.604","8.329","8.406","8.075","10.441","10.05","9.221","5.86"
