name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
MarketCap,"16,819,863,300","17,850,916,072","13,255,525,215","18,786,337,471","17,082,893,502","13,993,632,818","9,950,209,914","11,001,629,039","11,555,638,065","9,326,677,086","11,225,805,964","8,425,437,237","7,273,094,920","5,792,038,684","8,779,689,029","4,339,433,341","2,552,128,316","5,750,957,274","8,515,078,736","3,047,737,293","1,651,836,540","1,311,378,077","203,552,239","683,689,942","2,279,025,687","30,304,984,875"
EnterpriseValue,"20,491,403,300","21,413,739,072","15,544,707,215","19,714,463,471","18,347,515,502","14,630,578,818","9,693,812,914","10,906,759,039","11,278,923,065","9,278,189,086","11,114,991,964","7,859,122,237","6,835,513,920","5,243,062,684","8,230,713,029","3,972,447,341","2,421,352,316","5,404,643,274","8,437,371,736","3,181,111,293","1,838,052,540","1,533,169,077","394,503,239","791,527,942","2,142,038,687","30,039,384,875"
PeRatio,"31.534","35.755","27.019","32.154","30.789","31.526","45.925","38.946","37.886","28.918","35.977","30.636","36.527","31.96","52.278","32.487","19.101","61.786","160.97","9.536","52.12",,,,,
ForwardPeRatio,"16.529","17.212","14.409","19.724","18.762","17.699",,"23.866","22.676","20.45","22.523","21.505","23.202","19.38","28.571",,,,,,,,,,,
PegRatio,"1.373","1.182","1.291","1.655","1.584","1.338",,"1.989","1.89","1.199","1.266","1.261","1.403","1.551","1.719",,,,,,,,,,,
PsRatio,"4.525","4.915","3.808","5.712","5.536","5.019","3.901","4.605","5.134","4.414","6.133","5.639","5.412","5.472","8.763","5.56","3.562","10.063","24.197","12.411","9.095","8.132","1.404","4.189","40.915","2,471.716"
PbRatio,"3.659","4.128","3.116","4.1","4.159","3.996","3.153","3.376","3.647","3.023","3.941","3.313","3.101","2.7","4.032","2.468","1.627","4.233","11.481","8.072",,,,"39.671","0.843","107.694"
EnterprisesValueRevenueRatio,"5.376","5.618","4.298","5.696","5.737","5.056","3.571","4.382","4.804","4.222","5.66","4.981","4.975","4.526","8.041","4.62","3.061","8.492","19.683","11.236","8.752","9.507","2.721","4.85","23.862","7,536.223"
EnterprisesValueEBITDARatio,"16.512","17.255","12.319","14.59","15.768","14.308","11.81","15.463","13.767","11.976","14.967","13.053","13.001","11.3","20.207","10.957","7.218","24.851","67.753","32.281","26.572","48.687","-10.046","-0.389","-11.992","-572.593"
