name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"5,370,684,769","5,607,243,034","2,621,179,067","6,334,601,721","6,481,544,725","3,947,197,784","2,374,036,071","3,277,504,033","927,815,235","712,906,797"
EnterpriseValue,"4,992,540,769","5,228,290,034","1,728,175,067","5,716,587,721","5,815,521,725","3,551,263,784","1,829,723,071","2,898,847,033","783,673,235","545,090,797"
PeRatio,,,,,"19.106",,,,,
PsRatio,"21.299","25.727","9.561","58.29","7.456","232.74","51.229","95.752","30.801","212.168"
PbRatio,"41.12","27.675","4.102","5.08","4.91","7.645","4.852","9.63","9.509","4.508"
EnterprisesValueRevenueRatio,"20.02","20.965","8.47","31.745","7.327","53.393","41.098","135.296","28.218","47.815"
EnterprisesValueEBITDARatio,"-10.614","-11.116","-3.344","-9.107","18.446","-9.974","-7.536","-19.368","-11.125","-10.662"
