name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020
MarketCap,"15,094,669,050","7,694,255,482","19,166,220,847","20,001,265,132","42,015,683,836","10,566,886,000"
EnterpriseValue,"15,097,762,050","7,264,068,482","18,976,983,847","19,652,971,132","41,833,803,836","10,633,636,000"
PeRatio,"40.293","594",,"1,587",,
ForwardPeRatio,"62.893","71.429","128.205","500",,
PegRatio,"0.781","1.259",,,,
PsRatio,"1.405","0.698","1.959","2.317","6.371","2.307"
PbRatio,"67.561","19.57","116.899","302.958",,
EnterprisesValueRevenueRatio,"1.32","0.66","1.94","2.3","6.478","2.322"
EnterprisesValueEBITDARatio,"48.87","56.978","348.739","317.932","-763.391","-47.882"
